spec_id,direction,threshold,sessions,errors,n_regimes,mean_gross_bps,median_gross_bps,std_gross_bps,min_gross_bps,max_gross_bps,p90_gross_bps,p99_gross_bps,n_winners,n_losers,wr,n_above_fee_23bps,frac_above_fee,n_above_deployable_28bps,frac_above_deployable,total_gross_bps,mean_duration_ticks,median_duration_ticks,net_total_bps,mean_net_per_regime_bps
iter003_ask_wall_neutral_bbo,long_if_neg,0.5,6,0,1678,0.17386622287748066,0.0,2.3847547708642107,-12.40694789081886,24.906600249066003,0.0,10.19665447458987,87,1591,0.05184743742550656,3,0.0017878426698450535,0,0.0,291.74752198841253,17.97854588796186,10.0,-38302.252478011585,-22.826133777122518
iter003_obi1_baseline,long_if_pos,0.4,6,0,67,-9.117613147412188,0.0,62.963080178729676,-220.93634928984744,118.08910359634997,55.31849719069923,,31,36,0.4626865671641791,12,0.1791044776119403,12,0.1791044776119403,-610.8800808766166,14645.776119402984,7610.0,-2151.8800808766164,-32.117613147412186
iter003_obi_shape_modulated,long_if_pos,0.4,6,0,67,-9.117613147412188,0.0,62.963080178729676,-220.93634928984744,118.08910359634997,55.31849719069923,,31,36,0.4626865671641791,12,0.1791044776119403,12,0.1791044776119403,-610.8800808766166,14645.776119402984,7610.0,-2151.8800808766164,-32.117613147412186
iter003_trifecta_consensus,long_if_pos,0.5,6,0,2517,1.1855885237925525,0.0,3.3590416906399674,-10.723860589812334,24.84472049689441,5.3064473335102145,18.95734597156398,398,2119,0.15812475168851808,1,0.0003972983710766786,0,0.0,2984.1263143858546,19.926499801350815,8.0,-54906.87368561415,-21.814411476207447
iter004_ask_wall_reversion_flow_confirm,long_if_neg,0.5,6,0,2669,0.10236751254086258,0.0,1.416827695519662,-12.40694789081886,24.479804161566705,0.0,5.334489961176121,45,2624,0.016860247283626825,1,0.0003746721618583739,0,0.0,273.21889097156225,2.636193330835519,1.0,-61113.78110902844,-22.897632487459138
iter004_deep_book_vs_bbo_divergence,long_if_neg,0.8,6,0,6,102.5695560454253,87.08561796255687,139.0371893241651,-59.55334987593052,304.6953046953047,259.9874528202173,,3,3,0.5,3,0.5,3,0.5,615.4173362725518,163559.33333333334,160380.0,477.4173362725518,79.5695560454253
iter004_obi1_baseline_tight,long_if_pos,0.6,6,0,67,-9.117613147412188,0.0,62.963080178729676,-220.93634928984744,118.08910359634997,55.31849719069923,,31,36,0.4626865671641791,12,0.1791044776119403,12,0.1791044776119403,-610.8800808766166,14645.776119402984,7610.0,-2151.8800808766164,-32.117613147412186
iter004_obi_shape_modulated_tight,long_if_pos,0.5,6,0,67,-9.117613147412188,0.0,62.963080178729676,-220.93634928984744,118.08910359634997,55.31849719069923,,31,36,0.4626865671641791,12,0.1791044776119403,12,0.1791044776119403,-610.8800808766166,14645.776119402984,7610.0,-2151.8800808766164,-32.117613147412186
iter005_ask_wall_reversion_low_vol,long_if_neg,0.5,6,0,490,0.29595370351574407,0.0,2.310009089746388,-10.63264221158958,24.84472049689441,0.0,10.23480283786322,15,475,0.030612244897959183,2,0.004081632653061225,0,0.0,145.0173147227146,19.583673469387755,16.0,-11124.982685277286,-22.704046296484258
iter005_bbo_divergence_snapback,long_if_pos,0.8,6,0,6,-102.5695560454253,-87.08561796255687,139.0371893241651,-304.6953046953047,59.55334987593052,39.364402646498334,,3,3,0.5,1,0.16666666666666666,1,0.16666666666666666,-615.4173362725518,163559.33333333334,160380.0,-753.4173362725518,-125.5695560454253
iter005_flow_book_disagreement,long_if_neg,0.5,6,0,549,0.5604167644644653,0.0,2.612180216986128,-15.060240963855422,24.539877300613497,0.0,10.498687664041995,50,499,0.09107468123861566,1,0.0018214936247723133,0,0.0,307.66880369099147,1.9089253187613844,1.0,-12319.33119630901,-22.439583235535533
iter005_obi1_long_horizon,long_if_pos,0.6,6,0,67,-9.117613147412188,0.0,62.963080178729676,-220.93634928984744,118.08910359634997,55.31849719069923,,31,36,0.4626865671641791,12,0.1791044776119403,12,0.1791044776119403,-610.8800808766166,14645.776119402984,7610.0,-2151.8800808766164,-32.117613147412186
iter006_ask_wall_momentum_filtered,long_if_neg,0.5,6,0,1830,0.9008018676943926,0.0,3.1409992867685497,-14.829461196243203,24.906600249066003,5.281225244256667,10.732034439537257,224,1606,0.12240437158469945,6,0.003278688524590164,0,0.0,1648.4674178807386,14.940437158469946,10.0,-40441.53258211926,-22.099198132305606
iter006_bbo_divergence_thin_book,long_if_pos,0.5,6,0,1354,3.6040984690880213,0.0,4.711495814684295,-26.068821689259643,49.32182490752158,9.896091044037606,15.80221844239468,651,703,0.4807976366322009,1,0.0007385524372230429,1,0.0007385524372230429,4879.949327145181,17.72599704579025,4.0,-26262.05067285482,-19.395901530911978
iter007_ask_wall_reversion_long_h,long_if_neg,0.5,6,0,1830,0.9008018676943926,0.0,3.1409992867685497,-14.829461196243203,24.906600249066003,5.281225244256667,10.732034439537257,224,1606,0.12240437158469945,6,0.003278688524590164,0,0.0,1648.4674178807386,14.940437158469946,10.0,-40441.53258211926,-22.099198132305606
iter007_bbo_divergence_low_vol,long_if_pos,0.5,6,0,236,4.49148498958421,0.0,7.173364927055341,-26.068821689259643,24.968789013732835,10.498687664041995,24.968789013732835,109,127,0.461864406779661,14,0.059322033898305086,0,0.0,1059.9904575418736,48.96610169491525,15.5,-4368.009542458127,-18.508515010415792
iter007_flow_exhaustion_momentum_confirm,long_if_neg,0.5,6,0,4385,0.33997267178348434,0.0,2.312634593599955,-29.747149231531978,24.906600249066003,-0.0,10.522107827871864,205,4180,0.046750285062713795,5,0.0011402508551881414,0,0.0,1490.7801657705788,2.3007981755986315,1.0,-99364.21983422941,-22.660027328216515
iter007_obi_deep_book_consensus,long_if_pos,0.5,6,0,3985,3.924461174729237,0.0,5.585766719611008,-26.80246582685607,123.92241379310346,10.568031704095112,20.1773330450701,1924,2061,0.48281053952321207,20,0.005018820577164366,4,0.0010037641154328732,15638.97778129601,37.427603513174404,6.0,-76016.02221870399,-19.075538825270762
iter008_bbo_divergence_tight,long_if_pos,0.9,6,0,6,-102.5695560454253,-87.08561796255687,139.0371893241651,-304.6953046953047,59.55334987593052,39.364402646498334,,3,3,0.5,1,0.16666666666666666,1,0.16666666666666666,-615.4173362725518,163559.33333333334,160380.0,-753.4173362725518,-125.5695560454253
iter008_flow_exhaustion_extreme,long_if_neg,3.0,6,0,106,4.7714399284757665,0.0,42.76153634013459,-114.83253588516746,120.6636500754148,56.71082571069439,95.80968419933701,51,55,0.4811320754716981,24,0.22641509433962265,21,0.19811320754716982,505.7726324184313,8933.17924528302,6029.5,-1932.2273675815686,-18.228560071524235
iter008_trifecta_reversion,long_if_neg,0.5,6,0,72,0.4246844878835843,0.0,1.6298238979214443,-0.0,9.818360333824252,-0.0,,5,67,0.06944444444444445,0,0.0,0,0.0,30.57728312761807,1.7361111111111112,1.0,-1625.422716872382,-22.575315512116415
iter009_bbo_divergence_long_h,long_if_pos,0.9,6,0,6,-102.5695560454253,-87.08561796255687,139.0371893241651,-304.6953046953047,59.55334987593052,39.364402646498334,,3,3,0.5,1,0.16666666666666666,1,0.16666666666666666,-615.4173362725518,163559.33333333334,160380.0,-753.4173362725518,-125.5695560454253
iter009_deep_book_consensus_low_vol,long_if_pos,0.5,6,0,1021,3.9247210991105574,0.0,6.074029064389667,-19.79218208807521,39.50617283950617,10.63264221158958,21.47084476975563,432,589,0.42311459353574926,10,0.009794319294809012,1,0.0009794319294809011,4007.140242191879,118.9951028403526,23.0,-19475.85975780812,-19.075278900889444
iter009_flow_exhaustion_super_extreme,long_if_neg,3.5,6,0,106,4.7714399284757665,0.0,42.76153634013459,-114.83253588516746,120.6636500754148,56.71082571069439,95.80968419933701,51,55,0.4811320754716981,24,0.22641509433962265,21,0.19811320754716982,505.7726324184313,8933.17924528302,6029.5,-1932.2273675815686,-18.228560071524235
iter009_wall_meets_flow_reversion,long_if_neg,0.5,6,0,879,0.6623357706944393,0.0,2.4581090943375243,-4.9504950495049505,24.42002442002442,0.0,10.601308126663097,76,803,0.08646188850967008,1,0.0011376564277588168,0,0.0,582.1931424404121,2.3014789533560864,1.0,-19634.806857559586,-22.33766422930556
iter010_ask_wall_reversion_isolated,long_if_neg,2.5,6,0,6,102.5695560454253,87.08561796255687,139.0371893241651,-59.55334987593052,304.6953046953047,259.9874528202173,,3,3,0.5,3,0.5,3,0.5,615.4173362725518,163558.0,160378.5,477.4173362725518,79.5695560454253
iter010_bbo_divergence_optimal_h,long_if_pos,1.0,6,0,6,-102.5695560454253,-87.08561796255687,139.0371893241651,-304.6953046953047,59.55334987593052,39.364402646498334,,3,3,0.5,1,0.16666666666666666,1,0.16666666666666666,-615.4173362725518,163559.33333333334,160380.0,-753.4173362725518,-125.5695560454253
iter010_deep_book_consensus_unfiltered,long_if_pos,0.5,6,0,4500,3.9179610316371765,0.0,5.78561737099608,-32.171581769437,123.92241379310346,10.573618821041501,21.287919105907395,2131,2369,0.47355555555555556,38,0.008444444444444444,9,0.002,17630.824642367294,42.796,7.0,-85869.1753576327,-19.082038968362824
iter010_flow_exhaustion_4sigma,long_if_neg,4.0,6,0,106,4.7714399284757665,0.0,42.76153634013459,-114.83253588516746,120.6636500754148,56.71082571069439,95.80968419933701,51,55,0.4811320754716981,24,0.22641509433962265,21,0.19811320754716982,505.7726324184313,8933.17924528302,6029.5,-1932.2273675815686,-18.228560071524235
iter011_ask_wall_reversion_extreme,long_if_neg,3.0,6,0,6,102.5695560454253,87.08561796255687,139.0371893241651,-59.55334987593052,304.6953046953047,259.9874528202173,,3,3,0.5,3,0.5,3,0.5,615.4173362725518,163558.0,160378.5,477.4173362725518,79.5695560454253
iter011_bbo_divergence_high_vol,long_if_pos,1.0,6,0,1643,0.2498270670069729,0.0,10.643545406044142,-62.0347394540943,118.75309252845126,10.178117048346056,28.21986001787299,367,1276,0.22337188070602557,32,0.019476567255021303,17,0.010346926354230066,410.4658710924565,166.55325623858795,103.0,-37378.534128907544,-22.750172932993028
iter011_deep_book_consensus_tight,long_if_pos,0.5,6,0,3985,3.924461174729237,0.0,5.585766719611008,-26.80246582685607,123.92241379310346,10.568031704095112,20.1773330450701,1924,2061,0.48281053952321207,20,0.005018820577164366,4,0.0010037641154328732,15638.97778129601,37.427603513174404,6.0,-76016.02221870399,-19.075538825270762
iter012_ask_wall_reversion_longh,long_if_neg,3.0,6,0,6,102.5695560454253,87.08561796255687,139.0371893241651,-59.55334987593052,304.6953046953047,259.9874528202173,,3,3,0.5,3,0.5,3,0.5,615.4173362725518,163558.0,160378.5,477.4173362725518,79.5695560454253
iter012_flow_exhaustion_deep_confirm,long_if_neg,0.5,6,0,365,0.6012510872562539,0.0,2.7729679613343876,-15.060240963855422,24.539877300613497,-0.0,10.518689492811138,36,329,0.09863013698630137,1,0.0027397260273972603,0,0.0,219.45664684853264,1.904109589041096,1.0,-8175.543353151467,-22.398748912743745
iter013_ask_wall_reversion_tighter,long_if_neg,3.5,6,0,6,102.5695560454253,87.08561796255687,139.0371893241651,-59.55334987593052,304.6953046953047,259.9874528202173,,3,3,0.5,3,0.5,3,0.5,615.4173362725518,163558.0,160378.5,477.4173362725518,79.5695560454253
iter013_bbo_divergence_patient_liquidity,long_if_pos,0.5,6,0,972,3.7912853600478145,0.0,5.558400888184925,-26.068821689259643,24.906600249066003,10.025062656641603,24.600246002460025,465,507,0.4783950617283951,28,0.02880658436213992,0,0.0,3685.1293699664757,10.581275720164609,3.0,-18670.870630033525,-19.208714639952184
iter014_ask_wall_reversion_longh_extreme,long_if_neg,4.0,6,0,6,102.5695560454253,87.08561796255687,139.0371893241651,-59.55334987593052,304.6953046953047,259.9874528202173,,3,3,0.5,3,0.5,3,0.5,615.4173362725518,163558.0,160378.5,477.4173362725518,79.5695560454253
iter014_bbo_divergence_low_vol,long_if_pos,0.9,6,0,1645,-0.6171083186243556,-5.001250312578145,11.309005599611908,-37.842951750236516,39.50617283950617,10.623041556556567,24.906600249066003,770,875,0.46808510638297873,52,0.031610942249240125,3,0.00182370820668693,-1015.143184137065,430.2182370820669,132.0,-38850.143184137065,-23.617108318624357
iter014_bbo_push_vs_ask_wall,long_if_pos,0.5,6,0,67,-9.117613147412188,0.0,62.963080178729676,-220.93634928984744,118.08910359634997,55.31849719069923,,31,36,0.4626865671641791,12,0.1791044776119403,12,0.1791044776119403,-610.8800808766166,14645.776119402984,7610.0,-2151.8800808766164,-32.117613147412186
iter014_flow_exhaustion_deep_disagree,long_if_neg,0.5,6,0,277,0.5711731340099492,0.0,2.9828518619184736,-15.060240963855422,24.539877300613497,0.0,10.515700159334243,26,251,0.09386281588447654,1,0.0036101083032490976,0,0.0,158.2149581207559,1.9566787003610109,1.0,-6212.785041879244,-22.42882686599005
iter015_bbo_push_vs_ask_wall_tight,long_if_pos,0.6,6,0,67,-9.117613147412188,0.0,62.963080178729676,-220.93634928984744,118.08910359634997,55.31849719069923,,31,36,0.4626865671641791,12,0.1791044776119403,12,0.1791044776119403,-610.8800808766166,14645.776119402984,7610.0,-2151.8800808766164,-32.117613147412186
iter015_deep_book_reversion,long_if_neg,0.3,6,0,13,47.12123326959358,57.75794171698608,126.54242771716058,-215.05376344086022,304.6953046953047,179.79213391726395,,9,4,0.6923076923076923,8,0.6153846153846154,8,0.6153846153846154,612.5760325047165,75488.23076923077,82267.0,313.5760325047165,24.12123326959358
iter015_dual_exhaustion_reversion,long_if_neg,0.5,6,0,288,1.3563381445363212,0.0,3.5588325519736332,-4.9504950495049505,24.42002442002442,5.310110764798518,11.799566420931198,47,241,0.16319444444444445,1,0.003472222222222222,0,0.0,390.6253856264605,2.048611111111111,1.0,-6233.37461437354,-21.64366185546368
iter015_high_conviction_consensus,long_if_pos,0.5,6,0,153,4.163005022755204,0.0,6.667187613818492,-26.068821689259643,24.600246002460025,10.498687664041995,24.600246002460025,72,81,0.47058823529411764,5,0.032679738562091505,0,0.0,636.9397684815463,39.04575163398693,10.0,-2882.0602315184537,-18.836994977244796
iter016_ask_wall_reversion_simple,long_if_neg,2.5,6,0,6,102.5695560454253,87.08561796255687,139.0371893241651,-59.55334987593052,304.6953046953047,259.9874528202173,,3,3,0.5,3,0.5,3,0.5,615.4173362725518,163558.0,160378.5,477.4173362725518,79.5695560454253
iter016_bbo_push_vs_ask_wall_extreme,long_if_pos,0.7,6,0,67,-9.117613147412188,0.0,62.963080178729676,-220.93634928984744,118.08910359634997,55.31849719069923,,31,36,0.4626865671641791,12,0.1791044776119403,12,0.1791044776119403,-610.8800808766166,14645.776119402984,7610.0,-2151.8800808766164,-32.117613147412186
iter016_consensus_unfiltered,long_if_pos,0.5,6,0,1094,3.9699178591580555,0.0,5.456254142215753,-26.068821689259643,24.968789013732835,10.035122930255895,24.600246002460025,539,555,0.4926873857404022,25,0.022851919561243144,0,0.0,4343.090137918913,14.6654478976234,4.0,-20818.909862081087,-19.030082140841944
iter016_deep_book_reversion_short_h,long_if_neg,0.3,6,0,13,47.12123326959358,57.75794171698608,126.54242771716058,-215.05376344086022,304.6953046953047,179.79213391726395,,9,4,0.6923076923076923,8,0.6153846153846154,8,0.6153846153846154,612.5760325047165,75488.23076923077,82267.0,313.5760325047165,24.12123326959358
iter017_ask_wall_reversion_extreme,long_if_neg,3.0,6,0,6,102.5695560454253,87.08561796255687,139.0371893241651,-59.55334987593052,304.6953046953047,259.9874528202173,,3,3,0.5,3,0.5,3,0.5,615.4173362725518,163558.0,160378.5,477.4173362725518,79.5695560454253
iter017_bbo_push_vs_ask_wall_long_h,long_if_pos,0.7,6,0,67,-9.117613147412188,0.0,62.963080178729676,-220.93634928984744,118.08910359634997,55.31849719069923,,31,36,0.4626865671641791,12,0.1791044776119403,12,0.1791044776119403,-610.8800808766166,14645.776119402984,7610.0,-2151.8800808766164,-32.117613147412186
iter017_consensus_unfiltered_tight,long_if_pos,0.5,6,0,778,4.155055365439287,2.638174429230736,5.516240156611882,-26.068821689259643,24.906600249066003,10.035122930255895,24.600246002460025,404,374,0.519280205655527,18,0.02313624678663239,0,0.0,3232.633074311765,14.060411311053985,4.0,-14661.366925688235,-18.84494463456071
iter017_deep_book_reversion_long_h,long_if_neg,0.3,6,0,13,47.12123326959358,57.75794171698608,126.54242771716058,-215.05376344086022,304.6953046953047,179.79213391726395,,9,4,0.6923076923076923,8,0.6153846153846154,8,0.6153846153846154,612.5760325047165,75488.23076923077,82267.0,313.5760325047165,24.12123326959358
iter018_consensus_high_vol,long_if_pos,0.5,6,0,706,3.9838520050570754,2.631926392787462,5.058851048839556,-10.509721492380452,24.906600249066003,10.035122930255895,24.600246002460025,362,344,0.5127478753541076,12,0.0169971671388102,0,0.0,2812.5995155702954,9.892351274787535,4.0,-13425.400484429705,-19.016147994942926
iter019_consensus_low_vol,long_if_pos,0.5,6,0,93,4.516489878940538,0.0,7.988881196626313,-26.068821689259643,24.600246002460025,9.83574461193743,,42,51,0.45161290322580644,6,0.06451612903225806,0,0.0,420.03355874147,42.526881720430104,8.0,-1718.96644125853,-18.48351012105946
iter019_consensus_revert,long_if_pos,0.5,6,0,778,4.155055365439287,2.638174429230736,5.516240156611882,-26.068821689259643,24.906600249066003,10.035122930255895,24.600246002460025,404,374,0.519280205655527,18,0.02313624678663239,0,0.0,3232.633074311765,14.060411311053985,4.0,-14661.366925688235,-18.84494463456071
iter019_dual_exhaustion_reversion,long_if_neg,0.5,6,0,288,1.3563381445363212,0.0,3.5588325519736332,-4.9504950495049505,24.42002442002442,5.310110764798518,11.799566420931198,47,241,0.16319444444444445,1,0.003472222222222222,0,0.0,390.6253856264605,2.048611111111111,1.0,-6233.37461437354,-21.64366185546368
iter020_consensus_revert_long_h,long_if_pos,0.5,6,0,778,4.155055365439287,2.638174429230736,5.516240156611882,-26.068821689259643,24.906600249066003,10.035122930255895,24.600246002460025,404,374,0.519280205655527,18,0.02313624678663239,0,0.0,3232.633074311765,14.060411311053985,4.0,-14661.366925688235,-18.84494463456071
iter021_ask_wall_flow_disagreement,long_if_neg,0.5,6,0,1320,0.590667746842325,0.0,2.4646436450584757,-9.487666034155598,24.42002442002442,0.0,10.619207737525901,102,1218,0.07727272727272727,1,0.0007575757575757576,0,0.0,779.6814258318691,2.4977272727272726,1.0,-29580.31857416813,-22.409332253157675
iter021_dual_flow_consensus,long_if_pos,0.5,6,0,1825,-0.16419973307022392,0.0,1.8862892385096184,-24.84472049689441,10.598834128245894,0.0,4.850985441592496,22,1803,0.012054794520547946,0,0.0,0,0.0,-299.66451285315867,1.3150684931506849,1.0,-42274.66451285316,-23.164199733070223
iter021_shape_filtered_obi,long_if_pos,0.5,6,0,4990,3.6963444198853077,0.0,5.307247252338837,-26.068821689259643,41.99475065616798,10.498687664041995,24.539877300613497,2310,2680,0.46292585170340683,56,0.011222444889779559,3,0.0006012024048096192,18444.758655227684,20.15931863727455,5.0,-96325.24134477231,-19.303655580114693
iter022_ask_wall_disagreement_tight,long_if_neg,0.5,6,0,2065,0.5089792103093047,0.0,2.805524514611584,-14.829461196243203,26.852846401718583,-0.0,13.165956377622258,145,1920,0.07021791767554479,8,0.00387409200968523,0,0.0,1051.0420692887142,5.890072639225181,3.0,-46443.95793071129,-22.491020789690694
iter022_ofi_proxy_exhaustion,long_if_neg,2.0,6,0,6,102.5695560454253,87.08561796255687,139.0371893241651,-59.55334987593052,304.6953046953047,259.9874528202173,,3,3,0.5,3,0.5,3,0.5,615.4173362725518,163558.33333333334,160379.0,477.4173362725518,79.5695560454253
iter022_shape_filtered_obi_tight,long_if_pos,0.5,6,0,4447,3.8369521051366258,0.0,5.241868641632573,-26.068821689259643,41.99475065616798,10.479984786144406,24.572476399610622,2162,2285,0.48617045199010567,51,0.011468405666741623,2,0.00044974139869574995,17062.926011542575,15.463233640656622,4.0,-85218.07398845743,-19.163047894863375
iter022_trade_flow_exhaustion,long_if_neg,2.0,6,0,210,2.370042918644545,0.0,34.49382219432561,-173.91304347826087,125.90799031476998,38.12310551120191,99.33422497242394,77,133,0.36666666666666664,38,0.18095238095238095,34,0.1619047619047619,497.70901291535444,4505.752380952381,2573.5,-4332.290987084645,-20.629957081355457
iter023_ask_wall_disagreement_tighter,long_if_neg,0.5,6,0,345,0.11857067781446627,0.0,2.4747981445086387,-12.40694789081886,24.84472049689441,-0.0,9.877723398480377,12,333,0.034782608695652174,1,0.002898550724637681,0,0.0,40.90688384599086,2.3391304347826085,1.0,-7894.093116154009,-22.881429322185532
iter023_shape_filtered_obi_long_h,long_if_pos,0.5,6,0,4447,3.8369521051366258,0.0,5.241868641632573,-26.068821689259643,41.99475065616798,10.479984786144406,24.572476399610622,2162,2285,0.48617045199010567,51,0.011468405666741623,2,0.00044974139869574995,17062.926011542575,15.463233640656622,4.0,-85218.07398845743,-19.163047894863375
iter023_trade_flow_exhaustion_tight,long_if_neg,2.5,6,0,210,2.370042918644545,0.0,34.49382219432561,-173.91304347826087,125.90799031476998,38.12310551120191,99.33422497242394,77,133,0.36666666666666664,38,0.18095238095238095,34,0.1619047619047619,497.70901291535444,4505.752380952381,2573.5,-4332.290987084645,-20.629957081355457
iter024_ask_wall_isolated_extreme,long_if_neg,3.5,6,0,6,102.5695560454253,87.08561796255687,139.0371893241651,-59.55334987593052,304.6953046953047,259.9874528202173,,3,3,0.5,3,0.5,3,0.5,615.4173362725518,163558.0,160378.5,477.4173362725518,79.5695560454253
iter024_shape_filtered_obi_very_long_h,long_if_pos,0.5,6,0,4447,3.8369521051366258,0.0,5.241868641632573,-26.068821689259643,41.99475065616798,10.479984786144406,24.572476399610622,2162,2285,0.48617045199010567,51,0.011468405666741623,2,0.00044974139869574995,17062.926011542575,15.463233640656622,4.0,-85218.07398845743,-19.163047894863375
iter024_trade_flow_exhaustion_extreme,long_if_neg,3.0,6,0,210,2.370042918644545,0.0,34.49382219432561,-173.91304347826087,125.90799031476998,38.12310551120191,99.33422497242394,77,133,0.36666666666666664,38,0.18095238095238095,34,0.1619047619047619,497.70901291535444,4505.752380952381,2573.5,-4332.290987084645,-20.629957081355457
