symbol,feature,horizon,ic,n
ETHUSDT,rv_24h,fwd_1h,-0.012335932528762021,2927
ETHUSDT,rv_24h,fwd_3h,-0.024135195214711344,2925
ETHUSDT,rv_24h,fwd_6h,-0.033407311862261,2922
ETHUSDT,rv_24h,fwd_12h,-0.032094968741229565,2916
ETHUSDT,rv_24h,fwd_24h,0.006847123886050897,2904
ETHUSDT,rv_24h,fwd_48h,0.09430350694199278,2880
ETHUSDT,rv_24h,fwd_72h,0.012064467140278427,2856
ETHUSDT,rv_24h,fwd_168h,-0.00428511032413794,2760
ETHUSDT,rv_z_24h,fwd_1h,-0.011881823216887823,2760
ETHUSDT,rv_z_24h,fwd_3h,-0.023690635829829363,2758
ETHUSDT,rv_z_24h,fwd_6h,-0.03368916984187122,2755
ETHUSDT,rv_z_24h,fwd_12h,-0.031442382447884304,2749
ETHUSDT,rv_z_24h,fwd_24h,-0.011633496052469668,2737
ETHUSDT,rv_z_24h,fwd_48h,0.09232451635017093,2713
ETHUSDT,rv_z_24h,fwd_72h,0.05622401888544237,2689
ETHUSDT,rv_z_24h,fwd_168h,0.09256869591828125,2593
ETHUSDT,close_in_range,fwd_1h,-0.010522319642670296,2951
ETHUSDT,close_in_range,fwd_3h,-0.03205327154909845,2949
ETHUSDT,close_in_range,fwd_6h,-0.022370386409147566,2946
ETHUSDT,close_in_range,fwd_12h,-0.027722316661548244,2940
ETHUSDT,close_in_range,fwd_24h,-0.0017829600503732484,2928
ETHUSDT,close_in_range,fwd_48h,0.004372478952305819,2904
ETHUSDT,close_in_range,fwd_72h,0.006475430631591352,2880
ETHUSDT,close_in_range,fwd_168h,0.02081245857688543,2784
ETHUSDT,vol_z_24h,fwd_1h,-0.005890305724712632,2928
ETHUSDT,vol_z_24h,fwd_3h,0.008930306849983563,2926
ETHUSDT,vol_z_24h,fwd_6h,0.023315275331850027,2923
ETHUSDT,vol_z_24h,fwd_12h,0.007835325409063057,2917
ETHUSDT,vol_z_24h,fwd_24h,-0.03579725220756684,2905
ETHUSDT,vol_z_24h,fwd_48h,-0.024677826185703872,2881
ETHUSDT,vol_z_24h,fwd_72h,0.002480059521327058,2857
ETHUSDT,vol_z_24h,fwd_168h,0.0013452357653544133,2761
ETHUSDT,qvol_z_24h,fwd_1h,-0.005580866206185548,2928
ETHUSDT,qvol_z_24h,fwd_3h,0.009342002823951884,2926
ETHUSDT,qvol_z_24h,fwd_6h,0.023837842904859012,2923
ETHUSDT,qvol_z_24h,fwd_12h,0.00873321942553875,2917
ETHUSDT,qvol_z_24h,fwd_24h,-0.034709300713775613,2905
ETHUSDT,qvol_z_24h,fwd_48h,-0.023653203335387882,2881
ETHUSDT,qvol_z_24h,fwd_72h,0.002887693581397341,2857
ETHUSDT,qvol_z_24h,fwd_168h,0.0013182111197363258,2761
ETHUSDT,taker_buy_ratio,fwd_1h,0.0035400867517506075,2951
ETHUSDT,taker_buy_ratio,fwd_3h,0.0012327502817372636,2949
ETHUSDT,taker_buy_ratio,fwd_6h,0.007682474579925868,2946
ETHUSDT,taker_buy_ratio,fwd_12h,0.005510259006348428,2940
ETHUSDT,taker_buy_ratio,fwd_24h,0.021368848485000612,2928
ETHUSDT,taker_buy_ratio,fwd_48h,0.009816112098005298,2904
ETHUSDT,taker_buy_ratio,fwd_72h,0.014328719706230938,2880
ETHUSDT,taker_buy_ratio,fwd_168h,0.013048252046322723,2784
ETHUSDT,taker_buy_z_24h,fwd_1h,-0.002866183589323371,2928
ETHUSDT,taker_buy_z_24h,fwd_3h,-0.0058622204716101,2926
ETHUSDT,taker_buy_z_24h,fwd_6h,0.0011974731374477731,2923
ETHUSDT,taker_buy_z_24h,fwd_12h,-5.851143500724322e-05,2917
ETHUSDT,taker_buy_z_24h,fwd_24h,0.015023023239047919,2905
ETHUSDT,taker_buy_z_24h,fwd_48h,0.006321280130248008,2881
ETHUSDT,taker_buy_z_24h,fwd_72h,-0.002869348080604888,2857
ETHUSDT,taker_buy_z_24h,fwd_168h,-0.007424905523721819,2761
ETHUSDT,taker_buy_persistence,fwd_1h,0.00607445690977221,2784
ETHUSDT,taker_buy_persistence,fwd_3h,0.01387919794636191,2782
ETHUSDT,taker_buy_persistence,fwd_6h,0.003443008431464837,2779
ETHUSDT,taker_buy_persistence,fwd_12h,0.027657489474902354,2773
ETHUSDT,taker_buy_persistence,fwd_24h,0.0405466006121747,2761
ETHUSDT,taker_buy_persistence,fwd_48h,0.018313621169630263,2737
ETHUSDT,taker_buy_persistence,fwd_72h,0.018767520549057327,2713
ETHUSDT,taker_buy_persistence,fwd_168h,0.06732841919714483,2617
ETHUSDT,n_trades_z_24h,fwd_1h,-0.00012722958637757635,2928
ETHUSDT,n_trades_z_24h,fwd_3h,0.011644429920245369,2926
ETHUSDT,n_trades_z_24h,fwd_6h,0.01620571426933806,2923
ETHUSDT,n_trades_z_24h,fwd_12h,-0.005188595094991665,2917
ETHUSDT,n_trades_z_24h,fwd_24h,-0.052086593936829365,2905
ETHUSDT,n_trades_z_24h,fwd_48h,-0.0326598679298316,2881
ETHUSDT,n_trades_z_24h,fwd_72h,0.01198368821025158,2857
ETHUSDT,n_trades_z_24h,fwd_168h,0.010081378141947676,2761
ETHUSDT,upper_wick_rel,fwd_1h,-0.007523410070098982,2951
ETHUSDT,upper_wick_rel,fwd_3h,-0.01722617400274852,2949
ETHUSDT,upper_wick_rel,fwd_6h,-0.002806679188090465,2946
ETHUSDT,upper_wick_rel,fwd_12h,0.018285155674354327,2940
ETHUSDT,upper_wick_rel,fwd_24h,-0.016432974558415275,2928
ETHUSDT,upper_wick_rel,fwd_48h,0.0407833025096213,2904
ETHUSDT,upper_wick_rel,fwd_72h,0.036509866229051606,2880
ETHUSDT,upper_wick_rel,fwd_168h,-0.02191394546225087,2784
ETHUSDT,lower_wick_rel,fwd_1h,-0.06368641683671816,2951
ETHUSDT,lower_wick_rel,fwd_3h,-0.05880456761342621,2949
ETHUSDT,lower_wick_rel,fwd_6h,-0.04354759941112557,2946
ETHUSDT,lower_wick_rel,fwd_12h,-0.02487755203161326,2940
ETHUSDT,lower_wick_rel,fwd_24h,-0.04340376834652553,2928
ETHUSDT,lower_wick_rel,fwd_48h,0.017882147713402675,2904
ETHUSDT,lower_wick_rel,fwd_72h,0.022074400011281168,2880
ETHUSDT,lower_wick_rel,fwd_168h,-0.004328711799938605,2784
ETHUSDT,bb_pos_24h,fwd_1h,0.02690418387412504,2928
ETHUSDT,bb_pos_24h,fwd_3h,0.04047589026788569,2926
ETHUSDT,bb_pos_24h,fwd_6h,0.05044898282301872,2923
ETHUSDT,bb_pos_24h,fwd_12h,0.06461233791629578,2917
ETHUSDT,bb_pos_24h,fwd_24h,0.07634735330309377,2905
ETHUSDT,bb_pos_24h,fwd_48h,0.05899974872553689,2881
ETHUSDT,bb_pos_24h,fwd_72h,0.049837003464263924,2857
ETHUSDT,bb_pos_24h,fwd_168h,0.02965434375992035,2761
ETHUSDT,bb_pos_48h,fwd_1h,0.025588101836623328,2904
ETHUSDT,bb_pos_48h,fwd_3h,0.04316147616896604,2902
ETHUSDT,bb_pos_48h,fwd_6h,0.054660317707483225,2899
ETHUSDT,bb_pos_48h,fwd_12h,0.0815166754680977,2893
ETHUSDT,bb_pos_48h,fwd_24h,0.11542162794861796,2881
ETHUSDT,bb_pos_48h,fwd_48h,0.1165266378514046,2857
ETHUSDT,bb_pos_48h,fwd_72h,0.10639561944260961,2833
ETHUSDT,bb_pos_48h,fwd_168h,0.05828325513543644,2737
SOLUSDT,roc_1h,fwd_1h,0.008949578533092929,2950
SOLUSDT,roc_1h,fwd_3h,-0.008651525820785171,2948
SOLUSDT,roc_1h,fwd_6h,0.016071527048368995,2945
SOLUSDT,roc_1h,fwd_12h,0.012902909076851559,2939
SOLUSDT,roc_1h,fwd_24h,0.019069417310207372,2927
SOLUSDT,roc_1h,fwd_48h,-0.005522263725186541,2903
SOLUSDT,roc_1h,fwd_72h,-0.02800412388040912,2879
SOLUSDT,roc_1h,fwd_168h,0.0015605076200101598,2783
SOLUSDT,roc_3h,fwd_1h,-0.00859504012161965,2948
SOLUSDT,roc_3h,fwd_3h,0.02055400012942503,2946
SOLUSDT,roc_3h,fwd_6h,0.032854271629264506,2943
SOLUSDT,roc_3h,fwd_12h,0.02476852815314282,2937
SOLUSDT,roc_3h,fwd_24h,0.038635945708222055,2925
SOLUSDT,roc_3h,fwd_48h,-0.0070054112601918425,2901
SOLUSDT,roc_3h,fwd_72h,-0.05187717810415657,2877
SOLUSDT,roc_3h,fwd_168h,0.0020317665777044623,2781
SOLUSDT,roc_6h,fwd_1h,0.01550394649487149,2945
SOLUSDT,roc_6h,fwd_3h,0.03193906288815782,2943
SOLUSDT,roc_6h,fwd_6h,0.03876467145515674,2940
SOLUSDT,roc_6h,fwd_12h,0.03670296600217073,2934
SOLUSDT,roc_6h,fwd_24h,0.0521423310677234,2922
SOLUSDT,roc_6h,fwd_48h,-0.016943342868595907,2898
SOLUSDT,roc_6h,fwd_72h,-0.07489687742647166,2874
SOLUSDT,roc_6h,fwd_168h,-0.0035779425571452065,2778
SOLUSDT,roc_12h,fwd_1h,0.011104137259606036,2939
SOLUSDT,roc_12h,fwd_3h,0.022434119182407723,2937
SOLUSDT,roc_12h,fwd_6h,0.035186196343590555,2934
SOLUSDT,roc_12h,fwd_12h,0.04633153542928488,2928
SOLUSDT,roc_12h,fwd_24h,0.05147163811469111,2916
SOLUSDT,roc_12h,fwd_48h,-0.04322904045517604,2892
SOLUSDT,roc_12h,fwd_72h,-0.09879139742400116,2868
SOLUSDT,roc_12h,fwd_168h,-0.020030296271394018,2772
SOLUSDT,roc_24h,fwd_1h,0.017130123329115957,2927
SOLUSDT,roc_24h,fwd_3h,0.036984163861305146,2925
SOLUSDT,roc_24h,fwd_6h,0.05184228223596298,2922
SOLUSDT,roc_24h,fwd_12h,0.05243696082553858,2916
SOLUSDT,roc_24h,fwd_24h,0.021519684744557795,2904
SOLUSDT,roc_24h,fwd_48h,-0.09508917123458398,2880
SOLUSDT,roc_24h,fwd_72h,-0.12577460978710042,2856
SOLUSDT,roc_24h,fwd_168h,-0.049455501905263495,2760
SOLUSDT,roc_48h,fwd_1h,-0.00608113657255907,2903
SOLUSDT,roc_48h,fwd_3h,-0.00695764802425982,2901
SOLUSDT,roc_48h,fwd_6h,-0.01662511800679388,2898
SOLUSDT,roc_48h,fwd_12h,-0.04258521025509998,2892
SOLUSDT,roc_48h,fwd_24h,-0.0948780590082622,2880
SOLUSDT,roc_48h,fwd_48h,-0.17837822560558927,2856
SOLUSDT,roc_48h,fwd_72h,-0.14596637925778005,2832
SOLUSDT,roc_48h,fwd_168h,-0.09864760194670742,2736
SOLUSDT,roc_72h,fwd_1h,-0.02853776545136901,2879
SOLUSDT,roc_72h,fwd_3h,-0.052052370246095964,2877
SOLUSDT,roc_72h,fwd_6h,-0.07424556025816167,2874
SOLUSDT,roc_72h,fwd_12h,-0.09665381132883226,2868
SOLUSDT,roc_72h,fwd_24h,-0.12016585421473142,2856
SOLUSDT,roc_72h,fwd_48h,-0.14035802402016634,2832
SOLUSDT,roc_72h,fwd_72h,-0.10184684563382271,2808
SOLUSDT,roc_72h,fwd_168h,-0.1346336311620224,2712
SOLUSDT,roc_168h,fwd_1h,0.00017380112149589813,2783
SOLUSDT,roc_168h,fwd_3h,0.0002462939467917904,2781
SOLUSDT,roc_168h,fwd_6h,-0.0050097309642248835,2778
SOLUSDT,roc_168h,fwd_12h,-0.02120413327781965,2772
SOLUSDT,roc_168h,fwd_24h,-0.049498111015570445,2760
SOLUSDT,roc_168h,fwd_48h,-0.09955833874947534,2736
SOLUSDT,roc_168h,fwd_72h,-0.13739825854580634,2712
SOLUSDT,roc_168h,fwd_168h,-0.2861007633353667,2616
SOLUSDT,zscore_24h,fwd_1h,0.014898394377150374,2928
SOLUSDT,zscore_24h,fwd_3h,0.0269609871540564,2926
SOLUSDT,zscore_24h,fwd_6h,0.044594745676149995,2923
SOLUSDT,zscore_24h,fwd_12h,0.04253841428757581,2917
SOLUSDT,zscore_24h,fwd_24h,0.02858145796340749,2905
SOLUSDT,zscore_24h,fwd_48h,-0.018875954192744283,2881
SOLUSDT,zscore_24h,fwd_72h,-0.047039196552374665,2857
SOLUSDT,zscore_24h,fwd_168h,0.007693936351935319,2761
SOLUSDT,zscore_48h,fwd_1h,0.016573974163166923,2904
SOLUSDT,zscore_48h,fwd_3h,0.032586504881314315,2902
SOLUSDT,zscore_48h,fwd_6h,0.04287232499987888,2899
SOLUSDT,zscore_48h,fwd_12h,0.035489458651264655,2893
SOLUSDT,zscore_48h,fwd_24h,0.017420327646351562,2881
SOLUSDT,zscore_48h,fwd_48h,-0.025835147419229775,2857
SOLUSDT,zscore_48h,fwd_72h,-0.026846993521261683,2833
SOLUSDT,zscore_48h,fwd_168h,-0.0058448188093228924,2737
SOLUSDT,zscore_72h,fwd_1h,0.019126062672949796,2880
SOLUSDT,zscore_72h,fwd_3h,0.03670442822868249,2878
SOLUSDT,zscore_72h,fwd_6h,0.04500619634220906,2875
SOLUSDT,zscore_72h,fwd_12h,0.03737072687885464,2869
SOLUSDT,zscore_72h,fwd_24h,0.011374932443617028,2857
SOLUSDT,zscore_72h,fwd_48h,-0.023267015939503848,2833
SOLUSDT,zscore_72h,fwd_72h,-0.015433924760380352,2809
SOLUSDT,zscore_72h,fwd_168h,-0.018729368415445598,2713
SOLUSDT,zscore_168h,fwd_1h,0.017758500759486283,2784
SOLUSDT,zscore_168h,fwd_3h,0.03417578169991336,2782
SOLUSDT,zscore_168h,fwd_6h,0.04674119167656479,2779
SOLUSDT,zscore_168h,fwd_12h,0.05489065776961943,2773
SOLUSDT,zscore_168h,fwd_24h,0.056214967297865855,2761
SOLUSDT,zscore_168h,fwd_48h,0.03074836181438876,2737
SOLUSDT,zscore_168h,fwd_72h,0.0335589051349245,2713
SOLUSDT,zscore_168h,fwd_168h,-0.06466160175010292,2617
SOLUSDT,hl_range_mean_12h,fwd_1h,-0.018331130853253982,2940
SOLUSDT,hl_range_mean_12h,fwd_3h,-0.04009736636745705,2938
SOLUSDT,hl_range_mean_12h,fwd_6h,-0.06091536237550726,2935
SOLUSDT,hl_range_mean_12h,fwd_12h,-0.09314704257500572,2929
SOLUSDT,hl_range_mean_12h,fwd_24h,-0.13196262375374246,2917
SOLUSDT,hl_range_mean_12h,fwd_48h,-0.043306261676381685,2893
SOLUSDT,hl_range_mean_12h,fwd_72h,-0.025087912170630403,2869
SOLUSDT,hl_range_mean_12h,fwd_168h,-0.10403037589023521,2773
SOLUSDT,hl_range_z_12h,fwd_1h,0.02916731213005815,2940
SOLUSDT,hl_range_z_12h,fwd_3h,0.04227012347753266,2938
SOLUSDT,hl_range_z_12h,fwd_6h,0.04623671601109477,2935
SOLUSDT,hl_range_z_12h,fwd_12h,0.034351864366712316,2929
SOLUSDT,hl_range_z_12h,fwd_24h,0.004282077795813659,2917
SOLUSDT,hl_range_z_12h,fwd_48h,-0.013953651817242027,2893
SOLUSDT,hl_range_z_12h,fwd_72h,-0.00040217363417443885,2869
SOLUSDT,hl_range_z_12h,fwd_168h,0.005254740860027449,2773
SOLUSDT,hl_range_mean_24h,fwd_1h,-0.03539411355051632,2928
SOLUSDT,hl_range_mean_24h,fwd_3h,-0.06472274608331025,2926
SOLUSDT,hl_range_mean_24h,fwd_6h,-0.09150387071417525,2923
SOLUSDT,hl_range_mean_24h,fwd_12h,-0.10956094572700477,2917
SOLUSDT,hl_range_mean_24h,fwd_24h,-0.09153190865077174,2905
SOLUSDT,hl_range_mean_24h,fwd_48h,-0.009076359329264094,2881
SOLUSDT,hl_range_mean_24h,fwd_72h,-0.013810803130405124,2857
SOLUSDT,hl_range_mean_24h,fwd_168h,-0.10940967017709087,2761
SOLUSDT,hl_range_z_24h,fwd_1h,0.0406404246215352,2928
SOLUSDT,hl_range_z_24h,fwd_3h,0.04717831404869932,2926
SOLUSDT,hl_range_z_24h,fwd_6h,0.04869317464954135,2923
SOLUSDT,hl_range_z_24h,fwd_12h,0.02809538047236849,2917
SOLUSDT,hl_range_z_24h,fwd_24h,-0.01820053782844347,2905
SOLUSDT,hl_range_z_24h,fwd_48h,-0.031164814640586867,2881
SOLUSDT,hl_range_z_24h,fwd_72h,-0.00892799756006404,2857
SOLUSDT,hl_range_z_24h,fwd_168h,0.0007850418395275457,2761
SOLUSDT,hl_range_mean_48h,fwd_1h,-0.012098216480516014,2904
SOLUSDT,hl_range_mean_48h,fwd_3h,-0.01924403581557867,2902
SOLUSDT,hl_range_mean_48h,fwd_6h,-0.026093893058303366,2899
SOLUSDT,hl_range_mean_48h,fwd_12h,-0.02480224857027549,2893
SOLUSDT,hl_range_mean_48h,fwd_24h,-0.005816960088192378,2881
SOLUSDT,hl_range_mean_48h,fwd_48h,0.02316593414888506,2857
SOLUSDT,hl_range_mean_48h,fwd_72h,-0.0005976184598857735,2833
SOLUSDT,hl_range_mean_48h,fwd_168h,-0.11339191933963957,2737
SOLUSDT,hl_range_z_48h,fwd_1h,0.02709392999563866,2904
SOLUSDT,hl_range_z_48h,fwd_3h,0.024426972517457245,2902
SOLUSDT,hl_range_z_48h,fwd_6h,0.024215692658272323,2899
SOLUSDT,hl_range_z_48h,fwd_12h,0.0008557547344200602,2893
SOLUSDT,hl_range_z_48h,fwd_24h,-0.04941159931718986,2881
SOLUSDT,hl_range_z_48h,fwd_48h,-0.050126472329115185,2857
SOLUSDT,hl_range_z_48h,fwd_72h,-0.017346942366520488,2833
SOLUSDT,hl_range_z_48h,fwd_168h,0.0027003079999282074,2737
SOLUSDT,rv_24h,fwd_1h,-0.027290071646765918,2927
SOLUSDT,rv_24h,fwd_3h,-0.05771479892024063,2925
SOLUSDT,rv_24h,fwd_6h,-0.09192185778539572,2922
SOLUSDT,rv_24h,fwd_12h,-0.11948977797650157,2916
SOLUSDT,rv_24h,fwd_24h,-0.10294947693813464,2904
SOLUSDT,rv_24h,fwd_48h,-0.010307539832464102,2880
SOLUSDT,rv_24h,fwd_72h,-0.0025046013285090676,2856
SOLUSDT,rv_24h,fwd_168h,-0.03786650158739116,2760
SOLUSDT,rv_z_24h,fwd_1h,-0.02118922120942376,2760
SOLUSDT,rv_z_24h,fwd_3h,-0.05303511961730424,2758
SOLUSDT,rv_z_24h,fwd_6h,-0.09454034176038184,2755
SOLUSDT,rv_z_24h,fwd_12h,-0.13406327036382976,2749
SOLUSDT,rv_z_24h,fwd_24h,-0.17248145814637122,2737
SOLUSDT,rv_z_24h,fwd_48h,-0.10944657205250895,2713
SOLUSDT,rv_z_24h,fwd_72h,-0.052480048509432324,2689
SOLUSDT,rv_z_24h,fwd_168h,-0.011867536809705361,2593
SOLUSDT,close_in_range,fwd_1h,-0.025871254892622847,2951
SOLUSDT,close_in_range,fwd_3h,-0.03598629341172683,2949
SOLUSDT,close_in_range,fwd_6h,-0.02028699500850106,2946
SOLUSDT,close_in_range,fwd_12h,-0.023915204365904615,2940
SOLUSDT,close_in_range,fwd_24h,-0.006530407782649339,2928
SOLUSDT,close_in_range,fwd_48h,-0.01602308855407332,2904
SOLUSDT,close_in_range,fwd_72h,-0.0219188577373723,2880
SOLUSDT,close_in_range,fwd_168h,0.004255107815741424,2784
SOLUSDT,vol_z_24h,fwd_1h,0.011766853923120522,2928
SOLUSDT,vol_z_24h,fwd_3h,0.028571785950780602,2926
SOLUSDT,vol_z_24h,fwd_6h,0.03201260272680105,2923
SOLUSDT,vol_z_24h,fwd_12h,0.016548647829872615,2917
SOLUSDT,vol_z_24h,fwd_24h,-0.011490609518025,2905
SOLUSDT,vol_z_24h,fwd_48h,-0.033673452446729965,2881
SOLUSDT,vol_z_24h,fwd_72h,0.0014035638298290501,2857
SOLUSDT,vol_z_24h,fwd_168h,0.010083132954696601,2761
SOLUSDT,qvol_z_24h,fwd_1h,0.01174992523313624,2928
SOLUSDT,qvol_z_24h,fwd_3h,0.02817125061533289,2926
SOLUSDT,qvol_z_24h,fwd_6h,0.03201940616325771,2923
SOLUSDT,qvol_z_24h,fwd_12h,0.016435553680911798,2917
SOLUSDT,qvol_z_24h,fwd_24h,-0.011460718390358608,2905
SOLUSDT,qvol_z_24h,fwd_48h,-0.03597310010142363,2881
SOLUSDT,qvol_z_24h,fwd_72h,-0.002431248264772413,2857
SOLUSDT,qvol_z_24h,fwd_168h,0.008275716657060676,2761
SOLUSDT,taker_buy_ratio,fwd_1h,0.01505046385513807,2951
SOLUSDT,taker_buy_ratio,fwd_3h,0.018266329832008744,2949
SOLUSDT,taker_buy_ratio,fwd_6h,0.03492766722051568,2946
SOLUSDT,taker_buy_ratio,fwd_12h,0.018374749320556143,2940
SOLUSDT,taker_buy_ratio,fwd_24h,0.028929329770318566,2928
SOLUSDT,taker_buy_ratio,fwd_48h,0.02055407511834334,2904
SOLUSDT,taker_buy_ratio,fwd_72h,0.018420475796914203,2880
SOLUSDT,taker_buy_ratio,fwd_168h,0.049092905103867344,2784
SOLUSDT,taker_buy_z_24h,fwd_1h,0.005705895114439219,2928
SOLUSDT,taker_buy_z_24h,fwd_3h,0.0015656283609954366,2926
SOLUSDT,taker_buy_z_24h,fwd_6h,0.01902783302668761,2923
SOLUSDT,taker_buy_z_24h,fwd_12h,0.007510211877010811,2917
SOLUSDT,taker_buy_z_24h,fwd_24h,0.02288036686567838,2905
SOLUSDT,taker_buy_z_24h,fwd_48h,0.019199586628088787,2881
SOLUSDT,taker_buy_z_24h,fwd_72h,-0.0012242027766364118,2857
SOLUSDT,taker_buy_z_24h,fwd_168h,0.01485047082446961,2761
SOLUSDT,taker_buy_persistence,fwd_1h,0.016948436268857718,2784
SOLUSDT,taker_buy_persistence,fwd_3h,0.018537733859406633,2782
SOLUSDT,taker_buy_persistence,fwd_6h,0.0074449816162422515,2779
SOLUSDT,taker_buy_persistence,fwd_12h,0.0016437171664501406,2773
SOLUSDT,taker_buy_persistence,fwd_24h,0.020096204673599485,2761
SOLUSDT,taker_buy_persistence,fwd_48h,-0.000667985798916925,2737
SOLUSDT,taker_buy_persistence,fwd_72h,-0.007739543290970204,2713
SOLUSDT,taker_buy_persistence,fwd_168h,0.11888360428985519,2617
SOLUSDT,n_trades_z_24h,fwd_1h,0.001971729448285051,2928
SOLUSDT,n_trades_z_24h,fwd_3h,0.02073166347284201,2926
SOLUSDT,n_trades_z_24h,fwd_6h,0.0211039173892127,2923
SOLUSDT,n_trades_z_24h,fwd_12h,0.00822944052989422,2917
SOLUSDT,n_trades_z_24h,fwd_24h,-0.02901964823626247,2905
SOLUSDT,n_trades_z_24h,fwd_48h,-0.04341975768974462,2881
SOLUSDT,n_trades_z_24h,fwd_72h,-0.007707752900938456,2857
SOLUSDT,n_trades_z_24h,fwd_168h,0.0073567824134780435,2761
SOLUSDT,upper_wick_rel,fwd_1h,0.03775187919086323,2951
SOLUSDT,upper_wick_rel,fwd_3h,0.014207394989988074,2949
SOLUSDT,upper_wick_rel,fwd_6h,0.010140098322141232,2946
SOLUSDT,upper_wick_rel,fwd_12h,0.021454447323672004,2940
SOLUSDT,upper_wick_rel,fwd_24h,-0.030789688173050278,2928
SOLUSDT,upper_wick_rel,fwd_48h,-0.015529687842593724,2904
SOLUSDT,upper_wick_rel,fwd_72h,-0.009822359549441578,2880
SOLUSDT,upper_wick_rel,fwd_168h,-0.05595591786434919,2784
SOLUSDT,lower_wick_rel,fwd_1h,-0.0626279934192815,2951
SOLUSDT,lower_wick_rel,fwd_3h,-0.06352919062520018,2949
SOLUSDT,lower_wick_rel,fwd_6h,-0.05914802540835393,2946
SOLUSDT,lower_wick_rel,fwd_12h,-0.055145720178318335,2940
SOLUSDT,lower_wick_rel,fwd_24h,-0.07973382767632775,2928
SOLUSDT,lower_wick_rel,fwd_48h,-0.024580791127216343,2904
SOLUSDT,lower_wick_rel,fwd_72h,-0.005677836555396197,2880
SOLUSDT,lower_wick_rel,fwd_168h,-0.04870040761149005,2784
SOLUSDT,bb_pos_24h,fwd_1h,0.014898394377150374,2928
SOLUSDT,bb_pos_24h,fwd_3h,0.0269609871540564,2926
SOLUSDT,bb_pos_24h,fwd_6h,0.044594745676149995,2923
SOLUSDT,bb_pos_24h,fwd_12h,0.04253841428757581,2917
SOLUSDT,bb_pos_24h,fwd_24h,0.02858145796340749,2905
SOLUSDT,bb_pos_24h,fwd_48h,-0.018875954192744283,2881
SOLUSDT,bb_pos_24h,fwd_72h,-0.047039196552374665,2857
SOLUSDT,bb_pos_24h,fwd_168h,0.007693936351935319,2761
SOLUSDT,bb_pos_48h,fwd_1h,0.016573974163166923,2904
SOLUSDT,bb_pos_48h,fwd_3h,0.032586504881314315,2902
SOLUSDT,bb_pos_48h,fwd_6h,0.04287232499987888,2899
SOLUSDT,bb_pos_48h,fwd_12h,0.035489458651264655,2893
SOLUSDT,bb_pos_48h,fwd_24h,0.017420327646351562,2881
SOLUSDT,bb_pos_48h,fwd_48h,-0.025835147419229775,2857
SOLUSDT,bb_pos_48h,fwd_72h,-0.026846993521261683,2833
SOLUSDT,bb_pos_48h,fwd_168h,-0.0058448188093228924,2737
