feature,horizon,BTCUSDT,ETHUSDT,SOLUSDT,ic_avg,ic_min_abs,same_sign
rv_24h,fwd_24h,-0.09004390486609094,0.006847123886050897,-0.10294947693813464,-0.06204875263939156,0.006847123886050897,False
rv_24h,fwd_3h,-0.07631022151402424,-0.024135195214711344,-0.05771479892024063,-0.05272007188299207,0.024135195214711344,True
rv_24h,fwd_48h,-0.025521275106314814,0.09430350694199278,-0.010307539832464102,0.01949156400107129,0.010307539832464102,False
rv_24h,fwd_6h,-0.10612997346435386,-0.033407311862261,-0.09192185778539572,-0.07715304770400352,0.033407311862261,True
rv_24h,fwd_72h,-0.0324132166385828,0.012064467140278427,-0.0025046013285090676,-0.007617783608937813,0.0025046013285090676,False
rv_z_24h,fwd_12h,-0.10577765722492051,-0.031442382447884304,-0.13406327036382976,-0.09042777001221153,0.031442382447884304,True
rv_z_24h,fwd_168h,-0.03956330451729881,0.09256869591828125,-0.011867536809705361,0.013712618197092359,0.011867536809705361,False
rv_z_24h,fwd_1h,-0.035761168507902015,-0.011881823216887823,-0.02118922120942376,-0.0229440709780712,0.011881823216887823,True
rv_z_24h,fwd_24h,-0.05992226768499804,-0.011633496052469668,-0.17248145814637122,-0.0813457406279463,0.011633496052469668,True
rv_z_24h,fwd_3h,-0.06483096026312957,-0.023690635829829363,-0.05303511961730424,-0.04718557190342106,0.023690635829829363,True
rv_z_24h,fwd_48h,0.009878095477119982,0.09232451635017093,-0.10944657205250895,-0.002414653408406011,0.009878095477119982,False
rv_z_24h,fwd_6h,-0.09060046283386511,-0.03368916984187122,-0.09454034176038184,-0.0729433248120394,0.03368916984187122,True
rv_z_24h,fwd_72h,0.019507932499049748,0.05622401888544237,-0.052480048509432324,0.0077506342916866,0.019507932499049748,False
taker_buy_persistence,fwd_12h,0.02301646871904442,0.027657489474902354,0.0016437171664501406,0.017439225120132306,0.0016437171664501406,True
taker_buy_persistence,fwd_168h,0.040381062182041925,0.06732841919714483,0.11888360428985519,0.07553102855634732,0.040381062182041925,True
taker_buy_persistence,fwd_1h,0.01870220599126472,0.00607445690977221,0.016948436268857718,0.013908366389964883,0.00607445690977221,True
taker_buy_persistence,fwd_24h,0.01883113963285375,0.0405466006121747,0.020096204673599485,0.02649131497287598,0.01883113963285375,True
taker_buy_persistence,fwd_3h,0.02421820033242595,0.01387919794636191,0.018537733859406633,0.018878377379398164,0.01387919794636191,True
taker_buy_persistence,fwd_48h,-0.0029831579597641585,0.018313621169630263,-0.000667985798916925,0.004887492470316393,0.000667985798916925,False
taker_buy_persistence,fwd_6h,0.014143553241034806,0.003443008431464837,0.0074449816162422515,0.008343847762913964,0.003443008431464837,True
taker_buy_persistence,fwd_72h,0.024561379364705007,0.018767520549057327,-0.007739543290970204,0.011863118874264042,0.007739543290970204,False
taker_buy_ratio,fwd_12h,-0.004044168872648818,0.005510259006348428,0.018374749320556143,0.006613613151418584,0.004044168872648818,False
taker_buy_ratio,fwd_168h,-0.02773405399908659,0.013048252046322723,0.049092905103867344,0.011469034383701159,0.013048252046322723,False
taker_buy_ratio,fwd_1h,-0.0027871845318379017,0.0035400867517506075,0.01505046385513807,0.005267788691683592,0.0027871845318379017,False
taker_buy_ratio,fwd_24h,0.0003446408990469383,0.021368848485000612,0.028929329770318566,0.01688093971812204,0.0003446408990469383,True
taker_buy_ratio,fwd_3h,0.005106185712847053,0.0012327502817372636,0.018266329832008744,0.00820175527553102,0.0012327502817372636,True
taker_buy_ratio,fwd_48h,-0.019450220065469214,0.009816112098005298,0.02055407511834334,0.0036399890502931413,0.009816112098005298,False
taker_buy_ratio,fwd_6h,0.012579376699944534,0.007682474579925868,0.03492766722051568,0.01839650616679536,0.007682474579925868,True
taker_buy_ratio,fwd_72h,-0.016776780162241337,0.014328719706230938,0.018420475796914203,0.005324138446967935,0.014328719706230938,False
taker_buy_z_24h,fwd_12h,0.01711122266939723,-5.851143500724322e-05,0.007510211877010811,0.008187641037133599,5.851143500724322e-05,False
taker_buy_z_24h,fwd_168h,0.009077396861492393,-0.007424905523721819,0.01485047082446961,0.0055009873874133945,0.007424905523721819,False
taker_buy_z_24h,fwd_1h,-0.0012264025559155863,-0.002866183589323371,0.005705895114439219,0.0005377696564000875,0.0012264025559155863,False
taker_buy_z_24h,fwd_24h,0.026785656782526247,0.015023023239047919,0.02288036686567838,0.021563015629084182,0.015023023239047919,True
taker_buy_z_24h,fwd_3h,0.009854950814466861,-0.0058622204716101,0.0015656283609954366,0.0018527862346173994,0.0015656283609954366,False
taker_buy_z_24h,fwd_48h,0.02038159396023376,0.006321280130248008,0.019199586628088787,0.015300820239523519,0.006321280130248008,True
taker_buy_z_24h,fwd_6h,0.025440074403396854,0.0011974731374477731,0.01902783302668761,0.015221793522510746,0.0011974731374477731,True
taker_buy_z_24h,fwd_72h,0.021639482810389705,-0.002869348080604888,-0.0012242027766364118,0.0058486439843828016,0.0012242027766364118,False
upper_wick_rel,fwd_12h,-0.028463896905214846,0.018285155674354327,0.021454447323672004,0.003758568697603828,0.018285155674354327,False
upper_wick_rel,fwd_168h,-0.07801263725154337,-0.02191394546225087,-0.05595591786434919,-0.05196083352604781,0.02191394546225087,True
upper_wick_rel,fwd_1h,0.007125048038567218,-0.007523410070098982,0.03775187919086323,0.012451172386443823,0.007125048038567218,False
upper_wick_rel,fwd_24h,-0.04640720730995597,-0.016432974558415275,-0.030789688173050278,-0.03120995668047384,0.016432974558415275,True
upper_wick_rel,fwd_3h,0.020655797962890778,-0.01722617400274852,0.014207394989988074,0.005879006316710111,0.014207394989988074,False
upper_wick_rel,fwd_48h,-0.04770169932327604,0.0407833025096213,-0.015529687842593724,-0.007482694885416155,0.015529687842593724,False
upper_wick_rel,fwd_6h,-0.008726662208155286,-0.002806679188090465,0.010140098322141232,-0.0004644143580348394,0.002806679188090465,False
upper_wick_rel,fwd_72h,-0.053784958070933656,0.036509866229051606,-0.009822359549441578,-0.009032483797107875,0.009822359549441578,False
vol_z_24h,fwd_12h,0.00029284971242818847,0.007835325409063057,0.016548647829872615,0.00822560765045462,0.00029284971242818847,True
vol_z_24h,fwd_168h,0.012722144392273742,0.0013452357653544133,0.010083132954696601,0.008050171037441586,0.0013452357653544133,True
vol_z_24h,fwd_1h,-0.023736915339427466,-0.005890305724712632,0.011766853923120522,-0.0059534557136731924,0.005890305724712632,False
